"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.217729622E0,1.582253814E0,-5.890268087E-1,-4.288539886E-1,1.741951623E0
6.237561532E0,8.510602713E-1,-5.066015124E-1,-6.213893890E-1,1.169219163E0
6.257383411E0,5.028454065E-1,-3.490803242E-1,2.705192566E-1,6.692467735E-1
6.277205474E0,2.125927210E-1,-3.414442539E-1,-1.343875885E0,1.402776617E0
6.297018035E0,6.433454752E-1,-2.142046690E-1,-3.046055317E0,3.120613727E0
6.316850148E0,2.465844870E0,-2.671020031E-1,-1.803644180E0,3.066735517E0
6.336671824E0,2.660199642E0,-1.072078943E-1,6.559066772E-1,2.741964485E0
6.356494091E0,2.292100906E0,-4.292788506E-1,7.327499390E-1,2.444366865E0
6.376316173E0,1.170664549E0,2.134575844E-1,2.776126862E-1,1.221919977E0
6.396138073E0,1.369735956E0,4.504165649E-1,-1.677513123E-3,1.441892675E0
6.415949719E0,1.985164404E0,-1.688885689E-2,-4.110631943E-1,2.027347009E0
6.435771456E0,1.951678276E0,-1.470062733E-1,9.163494110E-1,2.161100456E0
6.455604078E0,1.670216441E0,-1.105381966E0,1.077489853E0,2.274307946E0
6.475418695E0,-5.728192329E-1,2.002630234E-1,1.675191879E0,1.781711252E0
6.495248814E0,-7.974454165E-1,4.690046310E-1,7.900028229E-1,1.216547984E0
6.515070734E0,-2.651279792E-2,-1.229453087E-1,-4.393291473E-2,1.332237906E-1
6.534897151E0,6.761515737E-1,-2.293436527E-1,-1.120590210E0,1.328721897E0
6.554714758E0,1.278236985E0,-2.123107910E-1,-2.432937622E0,2.756474403E0
6.574536861E0,1.932540894E0,-9.924602509E-1,-1.447722435E0,2.610668861E0
6.594359087E0,1.020004511E0,-4.702873230E-1,-2.282981873E-1,1.146167279E0
6.614170163E0,-5.481885076E-1,3.099765778E-1,5.641841888E-1,8.455175442E-1
6.634002886E0,-1.582742214E0,8.740234375E-1,9.014701843E-1,2.020306506E0
6.653824888E0,-1.016674519E0,4.880135059E-1,9.584474564E-1,1.480001954E0
6.673637247E0,1.100199223E-1,-2.138502598E-1,1.062351227E0,1.089232044E0
6.693469584E0,6.638718247E-1,-1.436188221E-1,-8.968734741E-2,6.851247960E-1
6.713281474E0,1.375214815E0,-3.568832874E-1,-3.371200562E-1,1.460216217E0
6.733102621E0,1.530806899E0,-4.610402584E-1,5.525684357E-2,1.599681594E0
6.752935344E0,1.279184341E0,-4.298303127E-1,7.763996124E-1,1.556876050E0
6.772758018E0,3.569919467E-1,3.722767830E-1,4.675960541E-1,6.961891431E-1
6.792579999E0,7.939790189E-2,7.432291508E-1,5.387592316E-2,7.493972328E-1
6.812402143E0,3.879188299E-1,4.705257416E-1,-4.425897598E-1,7.534992950E-1
6.832224063E0,1.149278760E0,-4.483318329E-2,-8.106021881E-1,1.407098998E0
6.852043461E0,1.452379227E0,-5.283348560E-1,-4.674701691E-1,1.614642839E0
6.871867781E0,1.660935879E0,-9.653133154E-1,-5.223331451E-1,1.990821364E0
6.891689926E0,1.225994587E0,-8.775298595E-1,-1.281078339E0,1.978454723E0
6.911512090E0,8.815234900E-2,-4.512882233E-2,-1.385222912E0,1.388758425E0
6.931334519E0,-8.060903549E-1,6.725895405E-1,-8.345174789E-1,1.341110649E0
6.951146002E0,-7.415550351E-1,7.069170475E-1,-6.751728058E-2,1.026739580E0
6.970978258E0,8.878552914E-2,1.670432091E-1,3.996572495E-1,4.421676389E-1
6.990790371E0,8.675864935E-1,-2.322549820E-1,4.820966721E-1,1.019345820E0
7.010622566E0,1.371727467E0,-4.062626362E-1,4.776105881E-1,1.508243165E0
7.030444954E0,1.315397024E0,-3.528645039E-1,4.297428131E-1,1.428097187E0
7.050266447E0,1.064718485E0,-7.534050941E-2,4.767084122E-1,1.168996388E0
7.070088612E0,8.981090784E-1,5.203580856E-2,7.409954071E-2,9.026618326E-1
7.089900196E0,6.539864540E-1,2.522685528E-1,1.047868729E-1,7.087439548E-1
7.109733022E0,2.823769450E-1,2.203898430E-1,6.607923508E-1,7.516348534E-1
7.129555308E0,3.996258974E-1,-1.379330158E-1,7.786273956E-1,8.859949187E-1
7.149377493E0,6.021764278E-1,-6.597781181E-2,6.064882278E-1,8.572032970E-1
7.169199352E0,7.920165658E-1,6.595993042E-2,-2.191972733E-1,8.244321667E-1
7.189021292E0,9.462569952E-1,3.483605385E-2,-7.519493103E-1,1.209149956E0
7.208843172E0,9.449596405E-1,-4.816555977E-2,-5.457630157E-1,1.092303032E0
7.228665377E0,7.943744659E-1,-1.830174923E-1,-2.816190720E-1,8.624589824E-1
7.248476738E0,4.305846095E-1,-7.682847977E-2,-2.460813522E-1,5.018582999E-1
7.268309421E0,1.777924895E-1,1.404151917E-1,-2.693977356E-1,3.519967831E-1
7.288122837E0,7.941406965E-2,2.412350178E-1,-1.954822540E-1,3.204906237E-1
7.307953750E0,5.400059819E-1,3.469300270E-2,1.331501007E-1,5.572602752E-1
7.327775894E0,7.810729742E-1,-2.172107697E-1,3.464183807E-1,8.816241852E-1
7.347597997E0,7.096669078E-1,-2.223265171E-1,2.025957108E-1,7.707796198E-1
7.367399186E0,8.006638288E-2,-8.346939087E-2,-1.713705063E-1,2.067501277E-1
7.387245133E0,3.683823347E-2,1.552984715E-1,-6.950387955E-1,7.131294398E-1
7.407064389E0,4.375602603E-1,9.845995903E-2,-3.674077988E-1,5.797774017E-1
7.426886268E0,7.814514041E-1,2.731895447E-2,2.518348694E-1,8.214824549E-1
7.446695615E0,6.829572916E-1,1.908016205E-2,7.295064926E-1,9.994870872E-1
7.466519529E0,9.011791348E-1,-3.548295498E-1,-2.859582901E-1,1.009851467E0
7.486341693E0,6.757334471E-1,3.396880627E-1,2.749776840E-1,8.047461700E-1
7.506174539E0,8.979953527E-1,8.888936043E-2,5.613317490E-1,1.062727766E0
7.525975158E0,1.111665487E0,-2.729041576E-1,-3.401889801E-1,1.194154670E0
7.545808146E0,7.301741838E-1,2.908716202E-1,-2.284364700E-1,8.185009829E-1
7.565640544E0,5.098526478E-1,2.380206585E-1,1.113129616E0,1.247261439E0
7.585452088E0,5.775723457E-1,-4.941606522E-2,1.342408180E0,1.462221421E0
7.605285015E0,1.115430117E0,3.134422302E-1,1.479110718E-1,1.168035985E0
7.625106915E0,1.372874856E0,7.795960903E-1,-5.586957932E-1,1.674722790E0
7.644929242E0,1.422431231E0,3.277022839E-1,-2.080745697E-1,1.474447157E0
7.664750959E0,1.394165993E0,-2.300024033E-1,1.104545593E0,1.793494045E0
7.684562768E0,5.830299854E-1,-1.069018841E-1,1.206567764E0,1.344305675E0
7.704396203E0,-3.811538219E-1,5.290868282E-1,2.860040665E-1,7.120459492E-1
7.724196761E0,9.326095581E-1,-4.368805885E-2,-4.460477829E-1,1.034711486E0
7.744019699E0,2.153129101E0,-6.031708717E-1,-6.835417747E-1,2.338163678E0
7.763835210E0,1.560684085E0,2.200746536E-1,-6.801090240E-1,1.716600114E0
7.783669033E0,1.196539879E0,1.450686455E-1,1.408235550E0,1.853612677E0
7.803491035E0,4.441833496E-1,2.250838280E-1,2.108872414E0,2.166865117E0
7.823313260E0,-5.641734600E-1,1.160023212E-1,1.669424057E0,1.765991199E0
7.843135323E0,7.502861023E-1,-5.886592865E-1,2.143982887E0,2.346510518E0
7.862948841E0,9.821919203E-1,9.622073174E-2,-4.563827515E0,4.669312688E0
7.882783151E0,4.081926346E-1,2.595853806E-1,-2.991717339E0,3.030573944E0
7.902615813E0,1.426039934E-1,-4.617197514E-1,-6.021127701E-1,7.720497495E-1
7.922438140E0,-1.387913227E-1,-5.431196690E-1,5.332374573E-1,7.736822293E-1
7.942260305E0,1.059058905E-1,-6.730480194E-1,9.094047546E-1,1.136321566E0
7.962082042E0,5.058252215E-1,-9.089279175E-1,4.277257919E-1,1.124703724E0
7.981904125E0,6.752201319E-1,-4.338064194E-1,-9.980440140E-1,1.280703748E0
8.001705151E0,9.751970768E-1,-1.742799282E-1,-1.061470985E0,1.451930950E0
8.021548535E0,6.660273671E-1,-9.780979156E-2,-4.752445221E-1,8.240246142E-1
8.041360283E0,7.646098137E-1,-4.026815891E-1,4.733638763E-1,9.853192319E-1
8.061192396E0,1.761247158E0,-8.409192562E-1,1.078014374E-1,1.954675906E0
8.081014825E0,2.057224751E0,-6.521985531E-1,5.286579132E-1,2.221939652E0
8.100826206E0,1.505303144E0,-7.550787926E-2,-6.998062134E-3,1.507211986E0
8.120659011E0,8.673130274E-1,3.015792370E-1,-2.859964371E-1,9.617566666E-1
8.140481033E0,1.758470058E0,-8.273768425E-2,-8.165550232E-2,1.762308172E0
8.160303279E0,3.284314156E0,-5.129375458E-1,5.795364380E-1,3.374268348E0
8.180124935E0,3.487605095E0,-9.025652409E-1,2.345728874E0,4.298890236E0
8.199932023E0,3.340093613E0,-1.405789733E0,3.041589737E0,4.731145553E0
8.219769345E0,3.820017815E0,-1.820934772E0,2.287477493E0,4.810498190E0
8.239580645E0,4.507417679E0,-2.009513378E0,1.157739639E0,5.069055062E0
8.259411578E0,4.658627987E0,-1.919282079E0,-1.778984070E-1,5.041637260E0
8.279235594E0,3.077651501E0,-1.159891725E0,-5.194940567E-1,3.329738976E0
8.299046650E0,2.131169558E0,-8.059878349E-1,5.960168839E-1,2.355150993E0
8.318879699E0,1.863183737E0,-5.849509239E-1,1.299989700E0,2.345974092E0
8.338701843E0,1.265287876E0,-5.410392284E-1,9.838533401E-1,1.691639516E0
8.358523804E0,1.188049793E0,-4.065601826E-1,1.848373413E-1,1.269219578E0
8.378345765E0,1.300394297E0,-2.430388927E-1,-7.890472412E-1,1.540353459E0
8.398167848E0,4.864616692E-1,6.167817116E-2,-1.579770565E0,1.654123390E0
8.417989849E0,1.561045170E0,-1.939139366E-1,-7.656173706E-1,1.749466946E0
8.437798362E0,2.076838255E0,-1.088576794E0,-5.012750626E-1,2.397818438E0
8.457634198E0,9.308451414E-1,-9.072793722E-1,4.888706207E-1,1.388748725E0
8.477456546E0,-3.635860682E-1,2.522897720E-2,1.421154022E0,1.467143512E0
8.497278792E0,-6.160733700E-1,4.424812794E-1,1.472865105E0,1.656703865E0
8.517100529E0,-3.727568984E-1,3.936014175E-1,2.368259430E-2,5.426146390E-1
8.536912033E0,-1.282812953E-1,6.696786880E-1,-1.468804359E0,1.619355391E0
8.556744593E0,7.869054675E-1,6.991615295E-1,-1.994793892E0,2.255493234E0
8.576566818E0,1.433796644E0,2.473449707E-2,-1.013008118E0,1.755724938E0
8.596392686E0,1.116529465E0,-3.343536854E-1,-7.920408249E-1,1.409169649E0
8.616210577E0,9.493456483E-1,5.564975739E-2,-2.750806808E-1,9.899613308E-1
8.636023627E0,3.778752089E-1,3.244810104E-1,-4.577217102E-1,6.764515974E-1
8.655855069E0,2.984287739E-1,7.071599960E-1,-8.635950089E-1,1.155392285E0
8.675666756E0,7.476879954E-1,6.141355038E-1,6.010799408E-1,1.139077193E0
8.695499133E0,9.898698330E-1,4.507639408E-1,2.327175140E0,2.568808002E0
8.715319772E0,2.014774084E-1,6.770329475E-1,4.849605560E-1,8.568275784E-1
8.735145924E0,-6.280751228E-1,1.252142906E0,7.823820114E-1,1.604512957E0
8.754965423E0,-6.553728580E-1,1.210204601E0,-5.090141296E-2,1.377207215E0
8.774787323E0,4.425901175E-1,7.274839878E-1,-7.946338654E-1,1.164715392E0
8.794609202E0,1.378670335E0,5.695092678E-1,-1.226668358E0,1.931265895E0
8.814422151E0,1.720425606E0,5.909252167E-1,-9.639711380E-1,2.058712518E0
8.834243257E0,9.918114543E-1,6.619770527E-1,-5.367975235E-1,1.307690774E0
8.854075980E0,1.262447834E-1,7.442023754E-1,1.304081917E0,1.506786172E0
8.873897860E0,2.395601273E-1,6.463944912E-1,1.296786308E0,1.468628483E0
8.893709568E0,6.851347685E-1,3.820545673E-1,2.255449295E-1,8.162388490E-1
8.913541986E0,1.111057758E0,-1.661102772E-1,-1.273067474E0,1.697864176E0
8.933353490E0,1.636630297E-1,-2.107901573E-1,-1.517165661E0,1.540457633E0
8.953176651E0,-6.331214905E-1,3.195357323E-2,-1.339082718E-1,6.479161040E-1
8.973008093E0,-1.396317959E0,6.629724503E-1,1.617976189E0,2.237651282E0
8.992820431E0,-8.187092543E-1,2.630395889E-1,2.309511185E0,2.464409986E0
9.012652645E0,-1.071240783E0,1.027220011E0,2.634847641E0,3.024096536E0
9.032464271E0,-1.284631371E0,8.688044548E-2,1.223225594E0,1.775980525E0
9.052296445E0,-1.956642628E0,3.771071434E-1,2.617902756E-1,2.009774693E0
9.072118426E0,-2.065639734E0,2.378497124E-1,-2.092673302E0,2.950037550E0
9.091940916E0,-1.550737381E0,-5.431928635E-1,-5.619193077E0,5.854500470E0
9.111762735E0,-9.772722721E-1,-6.333441734E-1,-3.137373924E0,3.346535683E0
9.131575052E0,-1.185809851E0,4.113106728E-1,-1.709646225E0,2.120898792E0
9.151406718E0,3.996872306E-1,4.630129337E-1,8.169679642E-1,1.020572150E0
9.171218628E0,2.291712761E-1,8.583831787E-1,8.290996552E-1,1.215214958E0
9.191051209E0,-6.152418852E-1,8.175752163E-1,9.134006500E-2,1.027275435E0
9.210873333E0,-9.456822276E-1,4.627946615E-1,7.280654907E-1,1.280067628E0
9.230701927E0,-1.056087136E0,6.854248047E-1,2.801018715E0,3.070966142E0
9.250517234E0,-8.146589398E-1,1.184773207E0,3.412605286E0,3.703138071E0
9.270340131E0,2.063592523E-1,1.551209569E0,2.306565285E0,2.787306707E0
9.290161116E0,1.336225629E0,1.553192019E0,1.480707169E0,2.527923674E0
9.309983748E0,1.991722941E0,1.735300541E0,1.188926697E0,2.896856043E0
9.329805404E0,1.696790338E0,1.569648027E0,3.052959442E-1,2.331544122E0
9.349606837E0,1.530971169E0,1.586843729E0,1.642436981E-1,2.211090621E0
9.369428492E0,1.457357883E0,1.386804342E0,1.342144012E0,2.418360774E0
9.389271999E0,7.784681320E-1,1.240753293E0,2.434863091E0,2.841485463E0
9.409094224E0,-3.991842270E-2,9.403756857E-1,2.190349579E0,2.384015769E0
9.428916083E0,-8.467394114E-1,7.018699646E-1,1.642897606E0,1.977043657E0
9.448737780E0,-1.812394142E0,8.090463877E-1,1.537586212E0,2.510677188E0
9.468560005E0,-2.106130123E0,8.969486952E-1,9.353332520E-1,2.472882801E0
9.488382027E0,-1.064705729E0,3.826985955E-1,-5.945568085E-1,1.278105748E0
9.508204253E0,4.988386631E-1,-9.952294827E-2,-2.171884537E0,2.230656242E0
9.528008859E0,7.595333457E-1,-2.796050310E-1,-2.720034599E0,2.837896774E0
9.547830027E0,-1.174994856E-1,-3.110083342E-1,-2.311365604E0,2.335153800E0
9.567670400E0,-1.724786401E0,-1.345896721E-2,-1.821991920E0,2.508928821E0
9.587492341E0,-2.734357834E0,4.013524055E-1,-2.043944359E0,3.437368915E0
9.607314322E0,-1.603541017E0,4.987802505E-1,-1.874716759E0,2.516880700E0
9.627136466E0,1.933560669E-1,4.354710579E-1,-1.762687206E0,1.825948465E0
9.646958651E0,-3.609800339E-2,6.318833828E-1,-2.241632938E0,2.329269822E0
9.666780469E0,-1.366952658E0,7.634587288E-1,-2.454985142E0,2.911765932E0
9.686602817E0,-2.518565416E0,8.953225613E-1,-2.539110661E0,3.686713603E0
9.706425205E0,-1.148368835E0,9.771993160E-1,-1.177556038E0,1.913193066E0
9.726247186E0,1.012601495E0,8.533823490E-1,-4.956645966E-1,1.413968392E0
9.746058547E0,1.263727188E0,6.022710800E-1,-2.306347847E0,2.697957978E0
9.765891230E0,6.521064639E-1,1.646997929E-1,-4.012545586E0,4.068524418E0
9.785695674E0,-7.147182226E-1,7.747817039E-2,-3.812439919E0,3.879629253E0
9.805536169E0,-7.750512958E-1,6.086342335E-1,-1.499817848E0,1.794601270E0
9.825357336E0,1.141790509E0,6.347780228E-1,5.188932419E-1,1.405659597E0
9.845179318E0,1.968148708E0,7.730093002E-1,7.133426666E-1,2.231593708E0
9.865001380E0,1.689401627E0,6.521282196E-1,3.093051910E-2,1.811161442E0
9.884823647E0,5.112535954E-1,7.696553469E-1,-8.049039841E-1,1.225406061E0
9.904646320E0,5.630177855E-1,4.940663576E-1,-1.910871029E0,2.052442126E0
9.924468341E0,1.318248510E0,1.194372177E-1,-2.378405571E0,2.721921645E0
9.944290648E0,1.156544089E0,3.881684542E-1,-1.803010941E0,2.176951408E0
9.964112385E0,4.662874341E-1,9.206665754E-1,-9.792661667E-1,1.422678157E0
9.983952270E0,3.572312593E-1,1.396847606E0,-1.977462769E-1,1.455300998E0
1.000375688E1,9.304035902E-1,1.017222285E0,-1.188564301E-2,1.378598305E0
1.002357813E1,1.579241037E0,4.891612530E-1,-3.749074936E-1,1.695239397E0
1.004340068E1,1.698110342E0,1.979469061E-1,-3.902959824E-1,1.753594213E0
1.006322278E1,1.898922682E0,1.315164566E-2,-1.972484589E-2,1.899070664E0
1.008304472E1,1.622451544E0,1.661337614E-1,4.397583008E-2,1.631527907E0
1.010286731E1,1.178370953E0,3.125081062E-1,7.760286331E-1,1.445143542E0
1.012268864E1,1.109239817E0,1.430398226E-1,2.228989601E0,2.493846026E0
1.014251119E1,8.078080416E-1,2.665947676E-1,2.743581772E0,2.872432339E0
1.016230970E1,-3.668069839E-4,1.130726337E-1,1.631928444E0,1.635841068E0
1.018215475E1,4.352085292E-2,-3.797911406E-1,8.500738144E-1,9.320734225E-1
1.020197698E1,-4.262307286E-2,-6.969627142E-1,1.378208160E0,1.545002099E0
1.022179924E1,-4.810881913E-1,-6.373007298E-1,2.060730934E0,2.210024898E0
1.024162102E1,-7.422753572E-1,-6.309908032E-1,1.653261185E0,1.918956655E0
1.026144316E1,-1.022076845E0,-5.633799434E-1,1.131635666E0,1.625619057E0
1.028126498E1,-1.258305788E0,-4.999685287E-1,9.395818710E-1,1.648064343E0
1.030108717E1,-1.557194829E0,-8.141774535E-1,4.690589905E-1,1.818724003E0
1.032090927E1,-1.633436561E0,-8.455247879E-1,-2.420616150E-2,1.839460003E0
1.034073129E1,-5.798906088E-1,-9.443540573E-1,-9.025564194E-1,1.429225592E0
1.036055348E1,-6.552877426E-1,-1.168078423E0,-6.418237686E-1,1.485175739E0
1.038037587E1,-1.856097460E0,-1.289861917E0,3.233718872E-2,2.260505970E0
1.040019813E1,-1.981093168E0,-1.585063815E0,-4.606723785E-2,2.537573571E0
1.042002036E1,-2.054726601E0,-1.137500882E0,-6.017189026E-1,2.424432985E0
1.043984181E1,-8.379455805E-1,-9.168738127E-1,3.577566147E-1,1.292594360E0
1.045966424E1,-6.651316881E-1,-6.079764366E-1,1.341021538E0,1.615665273E0
1.047947458E1,-9.756754637E-1,-9.889312387E-1,-3.526668549E-1,1.433283474E0
1.049930804E1,-1.048217893E0,-1.439689636E0,-1.153834343E0,2.121980370E0
1.051913002E1,-7.729411125E-1,-5.215262175E-1,1.022459030E0,1.383781062E0
1.053895200E1,-1.012566090E-1,-5.488872528E-3,1.776803017E0,1.779694353E0
1.055877520E1,1.224950790E0,-1.208506823E-1,1.104549408E0,1.653825481E0
1.057859641E1,1.852561951E0,-4.298725128E-1,-1.562900543E-1,1.908193580E0
1.059839715E1,1.492244005E0,-2.157816887E-1,3.944787979E-1,1.558514495E0
1.061824094E1,2.964494228E-1,5.300842524E-1,9.148921967E-1,1.098134466E0
1.063806292E1,1.217802048E0,4.957276583E-1,3.517503738E-1,1.361071660E0
1.065788482E1,2.244273424E0,1.737165451E-2,-8.124465942E-1,2.386867077E0
1.067770689E1,2.039970875E0,-1.216361523E-1,-4.957590103E-1,2.102867927E0
1.069750783E1,9.360280037E-1,5.925891399E-1,1.769412041E0,2.087613298E0
1.071735105E1,-1.981539726E-1,1.045768261E0,2.473383904E0,2.692679741E0
1.073717295E1,1.164003134E0,2.670807838E-1,1.492323875E0,1.911351875E0
1.075699493E1,1.362907171E0,4.222350121E-1,-3.597126007E-1,1.471458976E0
1.077681700E1,1.326852560E0,2.837996483E-1,-1.814531326E0,2.265745769E0
1.079661949E1,5.233349800E-1,4.667234421E-2,-1.378151894E0,1.474910320E0
1.081646173E1,-6.960432529E-1,-7.591069937E-1,-1.633071899E-2,1.030041907E0
1.083628384E1,-1.074079037E0,-1.287109852E-1,-1.123546600E0,1.559669599E0
1.085610578E1,1.094290733E0,2.295923233E-1,-1.312037945E0,1.723841180E0
1.087592759E1,1.784265518E0,2.812483311E-1,-1.379075050E0,2.272565083E0
1.089572923E1,7.261440754E-1,-1.422977448E-1,-1.449633598E0,1.627566108E0
1.091557180E1,-5.314750671E-1,-1.172301173E0,-1.536675453E0,2.004526686E0
1.093539382E1,-1.436854124E0,-6.369956732E-1,-1.790479660E0,2.382463153E0
1.095521637E1,-9.950823784E-1,2.316083908E-1,1.083755493E-2,1.021738146E0
1.097501707E1,5.755710602E-2,8.740067482E-1,1.040484428E0,1.360076638E0
1.099483983E1,1.337645531E0,2.285368443E-1,9.418869019E-1,1.651870331E0
1.101466185E1,2.139566183E0,-5.322366357E-1,6.634378433E-1,2.302426776E0
1.103447276E1,1.434730411E0,-2.833794951E-1,7.157135010E-1,1.628189517E0
1.105431192E1,6.269404888E-1,2.789368033E-1,-2.704048157E-2,6.867250574E-1
1.107413439E1,3.548355103E-1,8.490580320E-1,8.529548645E-1,1.254726975E0
1.109393745E1,5.101962090E-1,1.176957846E0,1.636061668E0,2.078996807E0
1.111376053E1,-1.253074884E0,6.185441017E-1,3.564672470E-1,1.442172795E0
1.113360017E1,-4.952356815E-1,-2.328904122E-1,-1.122879982E0,1.249142017E0
1.115343668E1,-5.432515144E-1,8.402882218E-1,-1.073626518E0,1.467610440E0
1.117325988E1,-1.653522968E0,1.814938545E0,5.939874649E-1,2.526056460E0
1.119308105E1,-1.310590267E0,1.219931006E0,8.152494431E-1,1.967361218E0
1.121290295E1,1.574740410E-1,4.907987714E-1,-2.393636703E0,2.448505294E0
1.123272509E1,6.625190973E-1,3.099030256E-1,-5.310827732E0,5.360957250E0
1.125254707E1,1.642340422E0,-1.256438941E-1,-2.426819324E0,2.933005367E0
1.127236974E1,5.365530252E-1,-1.093570471E0,1.585363865E1,1.590036616E1
1.129219217E1,8.962358236E-1,4.992956817E-1,-3.706351757E0,3.845722062E0
1.131201419E1,1.520859897E-1,2.307402492E-1,1.235650063E0,1.266176247E0
1.133181445E1,3.268589675E-1,3.721967638E-1,-1.706266403E-1,5.239090245E-1
1.135165750E1,2.732258141E-1,3.947649896E-1,2.614707947E-1,5.466797225E-1
1.137148046E1,3.382228613E-1,4.320286214E-1,-2.771368027E-1,6.146936156E-1
1.139130240E1,2.829780579E-1,4.001738429E-1,1.406650543E-1,5.099042491E-1
1.141112365E1,3.110073805E-1,3.989065886E-1,-1.101045609E-1,5.176630868E-1
1.143092496E1,2.738717496E-1,3.990950882E-1,5.010986328E-2,4.866144502E-1
1.145076904E1,3.007729650E-1,4.004132152E-1,-8.773231506E-2,5.084211625E-1
1.147056901E1,2.775388956E-1,3.923968673E-1,5.917358398E-2,4.842568049E-1
1.149041304E1,3.198187351E-1,3.912007809E-1,-1.610059738E-1,5.303253698E-1
1.151023511E1,2.660192847E-1,3.850371242E-1,1.447334290E-1,4.898648919E-1
1.153005151E1,3.140345216E-1,3.961590528E-1,-1.169319153E-1,5.188764291E-1
1.154985726E1,2.875750959E-1,3.972830176E-1,4.312896729E-2,4.923345811E-1
1.156967957E1,2.998916507E-1,3.947836161E-1,-5.258178711E-2,4.985518529E-1
1.158952360E1,2.867176235E-1,3.897289336E-1,1.774978638E-2,4.841597796E-1
1.160934522E1,2.977359295E-1,3.878445923E-1,-4.997348785E-2,4.914951282E-1
1.162916642E1,2.870917916E-1,3.906461596E-1,-1.852035522E-3,4.847984622E-1
1.164898861E1,2.877461016E-1,3.845760226E-1,-1.870346069E-2,4.806728156E-1
1.166881185E1,2.870895267E-1,3.789231777E-1,-2.014064789E-2,4.758243548E-1
1.168863286E1,2.852209508E-1,3.761079311E-1,1.013660431E-2,4.721344273E-1
1.170845032E1,2.887952924E-1,3.759695292E-1,-5.611610413E-2,4.773937839E-1
1.172827706E1,2.912289500E-1,3.597059250E-1,1.169290543E-1,4.773626059E-1
1.174810279E1,2.788588703E-1,3.975428343E-1,-1.329135895E-2,4.857769394E-1
1.176792208E1,3.506177068E-1,3.686278462E-1,-2.757272720E-1,5.786577519E-1
1.178774423E1,2.633699775E-1,3.421477973E-1,2.401218414E-1,4.940519801E-1
1.180756544E1,2.819152772E-1,3.825184703E-1,-1.707553864E-1,5.049297036E-1
1.182735926E1,2.744942605E-1,3.901130259E-1,5.740261078E-2,4.804480532E-1
1.184721046E1,3.102691472E-1,3.791065812E-1,-1.191205978E-1,5.041611453E-1
1.186703244E1,3.152485192E-1,3.975248933E-1,-2.958526611E-1,5.873129206E-1
1.188685446E1,2.806296051E-1,3.783820868E-1,3.389072418E-2,4.723076963E-1
1.190667681E1,2.326007634E-1,3.698245287E-1,1.756353378E-1,4.708726676E-1
1.192649000E1,2.801714540E-1,3.677989841E-1,-2.814292908E-3,4.623635545E-1
1.194631991E1,2.694985271E-1,3.713437319E-1,1.118335724E-1,4.722630318E-1
1.196614206E1,2.481512874E-1,3.682703376E-1,1.588840485E-1,4.716420718E-1
1.198596510E1,3.131914735E-1,4.065839648E-1,-4.001035690E-1,6.507551655E-1
1.200578659E1,2.486585975E-1,3.653345704E-1,1.540002823E-1,4.679920228E-1
1.202560882E1,2.869668901E-1,3.684417605E-1,-1.264419556E-1,4.838252733E-1
1.204543043E1,2.614879608E-1,3.574417830E-1,2.076911926E-2,4.433643402E-1
1.206524777E1,2.708038688E-1,3.681149483E-1,-2.093887329E-2,4.574732636E-1
1.208507460E1,2.713449001E-1,3.729515672E-1,-1.065826416E-2,4.613399234E-1
1.210489690E1,2.724432349E-1,3.647912145E-1,-1.845169067E-2,4.556735798E-1
